LotArea,TotalBsmtSF,FirstFlrSF,GrLivArea,SalePrice
5400,1149,1149,1616,152000
8100,1559,1559,1559,153500
10800,718,1576,2554,159500
9439,912,912,1248,87000
8626,0,968,968,104500
11800,0,1382,1382,110000
6854,756,916,1060,136500
8674,910,910,1435,128250
8731,915,1167,1167,144000
8737,1065,915,1635,210000
6125,728,728,1274,135000
6000,600,608,1232,128000
6000,735,869,1218,131000
6120,884,884,884,113000
6240,861,861,1409,126000
6240,672,899,1322,132000
6240,966,1014,1426,131750
6120,756,903,1281,132500
6120,939,939,1513,137500
6120,832,854,854,132000
6240,884,959,1367,127500
6180,960,986,986,102000
7755,1100,1100,2264,200000
13515,764,1060,1824,180500
8850,768,752,1376,165000
8550,750,960,1316,90000
8730,698,698,1396,153575
5700,672,672,1344,140000
8520,714,1664,2526,136000
5680,592,933,1173,113000
5680,969,969,1214,117000
7758,1040,1226,1818,169500
7449,637,1108,1108,139400
13200,741,1497,2294,202500
6882,684,773,1355,127000
9000,780,780,1375,141000
9780,976,976,1952,212300
10320,1138,1138,2180,161000
4330,808,838,1315,99500
7200,530,581,1111,101000
4800,1196,1196,1196,109900
12358,720,854,1382,128500
10120,925,964,1889,122000
4388,672,840,840,87000
10320,771,866,1484,50000
12888,1005,1262,2267,219000
18030,1598,1636,3086,200500
8160,756,756,1134,126000
4484,672,778,1282,108500
11235,925,999,999,130000
11235,1420,1452,1452,158450
14299,1005,1005,1005,115400
7943,1029,1029,1029,118500
14149,980,1020,1020,165000
11677,1040,1040,1040,123000
8400,814,913,913,129000
7094,894,894,894,125000
8978,948,948,948,108000
8425,768,868,868,119900
8665,876,897,897,115000
8398,943,943,943,134500
7742,955,955,955,127000
8724,894,894,894,129000
8197,660,1285,1285,143500
8169,912,912,912,129000
14175,1240,1375,1375,187000
16779,671,1567,2654,158000
25339,816,1416,1416,112000
6960,680,798,1302,165250
11375,967,1299,1299,150000
13770,1158,1176,1176,137000
9000,0,998,998,89500
115149,1643,1824,1824,302000
11075,1190,1522,1522,182000
10029,1151,1164,2060,211000
17541,409,1325,1325,216000
22692,1073,1630,1630,130000
17808,484,1242,1242,109900
12671,1288,2422,2422,255000
12615,1202,2158,2158,243000
10512,988,988,1626,154000
5400,864,864,864,118000
11515,0,943,943,80000
7711,1440,1440,1440,150000
9098,528,605,605,86000
3869,1038,1038,1038,130000
9280,1342,1342,1342,125000
11100,1080,1080,1480,136500
7550,951,986,1362,96000
9060,0,1340,1340,120000
23920,1105,1105,1822,228500
10357,910,1442,1442,179900
13474,700,1122,2243,225000
10380,1502,1553,2730,301000
13125,1104,912,2127,238000
11287,807,1175,1982,228500
9317,779,1029,1958,220000
9965,1264,1282,2696,383970
9965,1466,1466,2828,424870
9178,1643,1651,1651,250000
10481,2140,2140,2140,360000
10652,1494,1494,1494,279500
11175,1316,1316,1316,200141
10235,1643,1651,1651,246500
9588,1482,1482,2574,276000
8814,1274,1274,1274,203000
11103,728,728,1456,155835
8556,1240,1240,1240,194000
6762,1208,1208,1208,195400
11750,1546,1546,1546,217000
8760,1489,1500,1500,212999
7242,1270,1270,1270,175900
9316,879,879,1795,191000
9317,1314,1314,1314,176432
14364,1157,1180,2062,277000
8883,929,946,1873,207000
159000,1444,1444,2144,277000
53107,1580,1079,1953,240000
12205,832,976,2087,187500
20064,966,1743,1743,279000
14217,1022,1022,1022,139500
8775,990,990,990,126000
11249,1200,1200,1200,177500
10021,635,646,1308,175000
9531,794,882,1796,211000
8428,990,990,990,146000
16561,1097,1097,1097,147900
8070,990,990,990,123600
9337,824,905,1786,204750
10820,988,988,1873,235500
12352,853,853,1753,217000
9543,845,845,1690,190550
8826,985,985,1842,217500
10665,1453,1479,1479,226000
11317,840,840,1668,180000
11800,864,894,894,131000
8660,1015,1025,1025,153500
9720,995,1009,1009,160000
8982,1040,1040,1040,134900
16300,876,907,907,130000
9675,864,879,879,120000
7700,882,882,882,112500
10356,969,969,969,122000
7200,864,864,864,127000
7200,385,875,875,117000
10386,2000,2000,2000,305900
9375,1284,1284,2169,228500
11354,1673,1673,1673,270000
8749,1459,1459,1459,192000
8749,979,992,1932,213000
8158,860,860,1729,200000
16226,1028,1210,2452,267000
11927,1556,1592,1592,228000
12728,1531,1531,2439,275000
15295,860,1212,1992,211000
11248,1626,1668,1668,285000
10000,1220,1220,2090,240000
4435,848,848,848,131500
17227,1341,1341,1341,246900
8200,847,847,1928,219500
8450,1337,1337,1337,185000
8145,738,738,1476,179400
9245,939,939,1797,213500
8500,1422,1422,1422,179600
8769,1169,1190,1190,173500
8334,1330,1330,1330,167840
8333,738,738,1491,168675
9045,768,768,1536,167000
9170,1214,1214,1214,140000
9825,936,936,936,118500
8308,1088,1088,1088,110000
10921,960,960,960,94750
16287,901,901,1351,122000
8240,1179,1179,1179,110000
11841,816,816,816,118500
6285,960,1044,1044,133500
7917,1143,1113,1113,148000
9555,0,1100,2233,141000
8536,1125,1125,1125,155000
7024,1090,1090,1090,157000
7023,734,734,1408,171500
39290,5095,5095,5095,183850
40094,3138,3138,4676,184750
3675,547,1072,1072,140000
6400,960,960,960,131750
6882,0,1152,1152,61500
10215,864,948,948,111000
8741,1195,1195,1195,98500
4270,544,774,774,79000
10042,660,740,865,108500
9450,894,894,894,110000
11767,560,796,1346,112000
8172,768,768,768,125000
8172,864,864,864,79275
8190,948,948,948,119000
10896,1440,1440,3395,200000
10890,1296,1296,2592,150000
10592,602,900,1502,165000
10594,768,789,789,96500
7223,1290,1422,1422,136500
6821,651,759,1298,146500
7200,731,981,1768,175000
4000,531,567,1098,148500
6720,585,851,1436,141500
7642,912,912,1426,189950
7155,686,686,1461,135000
7128,918,918,1646,164000
4280,440,694,694,90350
5362,661,661,1250,139000
6305,920,954,954,119750
7136,979,979,1958,145000
6270,1001,1001,2002,145000
7230,851,867,1718,238000
13108,0,1226,1226,153500
22420,1370,1370,2624,239000
12168,965,1940,3194,359100
7810,930,1230,1755,188000
11275,854,1096,1991,220000
6221,728,760,1355,140000
10570,853,1549,2727,315000
7259,1028,1436,2320,259500
14442,1477,1839,1839,257500
13125,800,960,1740,219500
21000,1809,2259,2259,217000
25485,1560,1560,1560,201000
21579,1488,1488,1488,215000
1782,516,529,1045,123900
17871,1680,1680,1680,170000
3907,1004,1020,1020,200000
20693,1696,1696,1696,198000
32668,2035,2515,2515,200624
18044,279,2726,2726,315000
8500,793,997,1517,115000
7000,720,720,1215,141000
5000,720,803,803,87000
7288,936,936,1601,129850
6060,732,772,1123,100000
9060,859,942,1828,150909
3672,816,816,816,75200
8263,1012,1012,1012,118400
8967,961,1077,1077,67000
13710,910,910,1558,152000
11067,0,640,845,68104
8250,957,1034,1991,119600
6565,1073,1073,1073,140000
6060,837,1001,1001,124900
5568,1573,1625,1625,375000
4750,1573,1625,1625,235000
12150,1001,1299,1299,183500
7540,888,912,912,156000
9187,1084,1080,1080,134000
10000,1441,1392,1392,215000
12864,1409,1409,1409,245000
9928,1454,1478,1478,210000
8750,852,918,918,148000
8410,970,1026,1026,143000
4054,1501,1501,1501,244000
9763,1502,1502,1502,330000
16905,1350,1328,1328,170000
19958,585,2279,2279,257000
8368,1689,1689,1689,231713
8298,1546,1564,1564,267300
9037,1476,1484,1484,265900
10991,1571,1571,1571,239000
10656,1638,1646,1646,248900
10331,1265,1240,1240,174000
13758,1156,1187,1717,187500
9303,872,888,1756,204000
6718,1267,1312,1312,180500
9590,868,1146,1146,187500
11305,1922,1922,1922,282000
7777,1491,1491,1491,178000
14536,1616,1629,1629,270000
11800,1122,1146,2486,279900
35133,1572,1572,1572,186700
15306,1732,1776,1776,283463
12633,1824,1824,1824,392000
12665,1094,1133,2482,281213
8402,1120,1120,1120,147000
43500,0,2034,2034,130000
6710,920,936,936,140000
25286,1064,1040,1040,132250
25000,1632,1632,1632,143000
32463,1249,1622,1622,168000
4224,1040,1060,1060,129900
4224,1142,1142,1142,134000
1504,546,546,1092,85500
1533,530,530,992,106500
1495,546,546,1092,93900
2001,546,546,1092,75000
1936,630,630,630,84500
1890,546,546,1092,75190
11333,1029,1062,1062,146800
9129,923,1008,1008,153500
15957,1244,1356,1356,188000
33983,1160,1676,1676,196000
8286,716,716,1432,157000
6723,796,796,796,138000
7244,768,768,768,129500
27697,1396,1608,1608,80000
7599,845,845,845,129500
11000,1090,1178,1178,135000
8314,816,816,816,124500
11625,816,816,816,139000
10712,974,974,974,93500
10447,864,887,887,124500
11027,1178,1293,1293,149900
10533,1008,1024,1024,157500
11765,1617,1797,1797,169000
39384,1705,1390,1390,252000
11727,1851,1851,1851,192100
8238,813,813,1525,183500
13006,964,993,2236,222000
13041,781,781,1671,170000
13031,691,691,1498,187500
9783,821,821,1776,202000
11207,802,802,1511,185000
19378,1392,1392,2462,320000
14859,1670,1670,1670,240000
13128,1074,1074,2064,250000
10463,893,901,1801,239900
13751,1700,1700,2212,309000
23257,868,887,2021,274725
13108,2062,2079,2687,270000
8076,1160,1169,1169,183500
7685,697,697,1501,165600
9084,935,955,1632,176500
3701,1191,1204,1204,130000
5306,1064,1064,1767,239000
6563,1742,1742,1742,275000
16023,1398,1414,2798,457347
18062,1528,1528,3390,545224
12292,1094,1102,2473,356383
16056,1992,1992,2868,556581
12438,1234,1264,2576,361919
16052,1850,1850,2698,535000
15922,1390,1390,2795,401179
13682,1410,1426,2945,438780
14762,0,1547,2320,169000
34650,1056,1056,1056,145000
8147,1714,1714,1714,318000
11302,1814,1826,1826,319000
18261,1910,2000,2000,470000
14145,1208,1621,1621,202500
13837,1204,1377,2183,229000
16659,795,1468,2263,235000
18800,796,790,1574,190000
10464,988,1102,1102,169000
10400,1845,1872,1872,241500
10530,945,945,1857,188900
10240,1686,1686,1686,207500
16692,1392,1392,2784,250000
11475,713,811,1552,179900
9927,1047,1083,1083,172000
9512,960,960,2318,294323
10530,675,1109,1875,184500
10140,1056,1074,1074,153500
10140,832,832,1664,162900
10140,1040,1309,1309,181000
10000,1103,1103,1103,155000
15870,1096,1096,1096,138800
9353,864,864,864,116050
8125,858,858,858,88000
7200,864,874,874,97500
8773,1487,1419,1419,190000
2760,525,525,1092,105500
2160,765,765,1365,125500
1953,483,483,987,83000
1890,494,494,1030,116000
1680,672,672,1218,91500
1680,672,672,1218,118000
1680,483,483,948,89000
1680,525,525,1092,108000
1680,483,483,987,94500
4043,1069,1069,1069,146300
7514,943,1387,1387,145000
7838,864,900,900,123000
2280,1055,1055,1055,137500
2179,855,855,1456,144000
16737,1980,1980,1980,315000
16387,1738,1738,2589,412083
16259,1249,1249,2596,342643
16163,1618,1618,1618,252000
13891,2076,2076,2076,465000
12228,1721,1740,1740,293000
14780,1868,1868,1868,415000
16033,1833,1850,1850,326000
14215,1158,1158,2376,325300
13418,1117,1132,2452,309000
13975,1090,1117,2206,300000
10240,1030,1038,2098,275500
9942,1606,1625,2091,338500
11924,1175,1182,2324,345000
12867,1209,1209,2253,344133
10672,1054,1054,2389,298236
11643,1524,1544,2358,329900
12378,1896,1944,1944,360000
11065,1085,1120,1970,281000
13758,1792,1792,1792,372397
14828,1780,1780,1780,378000
11846,1792,1792,1792,374000
20431,1848,1848,2728,437154
10927,1058,1058,1904,275000
13215,1420,1426,1914,279000
7052,1364,1364,1364,185850
5911,1560,1565,1565,282500
6955,1368,1368,1368,202500
6792,1368,1368,1368,202665
7740,1686,1686,1686,332200
6373,1666,1666,1666,310090
3136,1405,1405,1405,171750
10237,1316,1316,1316,169990
10237,728,728,1456,170440
10237,738,738,1492,169985
17104,654,664,1496,179665
14054,879,879,1863,219210
11660,1326,1326,1326,174190
15578,728,728,1456,172785
11631,1052,1052,2373,258000
9073,738,738,1492,185101
3087,1220,1364,1364,210250
3196,1374,1557,1557,234000
3196,1273,1456,1456,215000
2938,1368,1511,1511,246990
3072,1375,1414,1414,178740
3072,1365,1548,1548,225000
3010,1248,1248,1248,167240
3010,1142,1142,1142,156820
3013,1362,1506,1506,213490
3982,1520,1567,1567,264561
4045,1356,1500,1500,246578
21930,732,734,1838,192140
7861,783,807,1509,183200
9056,707,707,1414,178000
9171,848,848,1598,201490
11194,1406,1454,1936,230500
7875,783,807,1509,180000
8121,953,953,1664,172400
8658,982,1008,1889,215000
11214,930,956,1886,199900
10852,959,959,1671,173000
12104,1035,1082,2322,287602
8738,975,1005,2291,230000
9452,1396,1407,2392,348000
9660,1044,1079,1976,286000
9545,1160,1205,2234,300000
35760,1930,1831,3627,625000
9233,1540,1540,2855,405000
12011,1086,1086,1924,280000
12090,1141,1165,2263,258000
10019,1342,1358,2726,350000
17242,1733,1933,3500,584500
10236,1290,1305,2494,321000
10120,1165,1203,2526,290000
12585,1286,1565,2799,315000
12447,1100,1116,1964,252000
15218,1670,1670,1670,336820
20896,2077,2097,2097,423000
10182,1660,1660,1660,290000
8688,1616,1616,1616,232000
10936,1504,1504,1504,199000
8640,1278,1278,1278,198600
13162,2036,2036,2640,405749
11216,1489,1489,1489,232600
10728,1095,1095,1939,266000
8125,756,756,1553,186500
8125,858,858,1716,200825
8125,770,778,1576,197000
7200,1262,1262,1262,185000
7500,1257,1266,1266,176000
7200,1293,1301,1301,187750
7733,1142,1142,1142,139500
11024,1400,1400,1400,186800
13072,1131,1131,1131,132000
13072,1141,1141,1141,142500
13072,1158,1158,1158,158000
7800,891,891,1686,184000
7632,784,831,1585,184900
8304,941,941,1837,187000
7153,761,810,1603,175900
9370,836,844,1731,248500
7175,1398,1398,1398,172000
7175,1217,1217,1217,151000
9019,636,636,1320,150000
8900,1056,1056,1056,107000
7800,828,965,965,119900
9100,988,988,988,129500
9100,1728,1728,1728,125000
8927,0,1286,1654,119500
9240,864,1211,1211,144000
8471,506,1212,1212,151000
9308,984,984,984,126000
8450,882,909,909,116000
8638,925,925,925,133500
13052,1024,1024,1024,120875
13526,935,935,935,137000
8020,912,912,912,124000
6993,912,1236,1236,135000
8789,912,941,941,129200
14330,1748,2151,2646,260000
16059,1288,1301,2417,260000
11025,1334,1520,2826,334000
14541,1338,1352,2520,310000
13346,1095,1166,2295,268000
12461,1624,1624,1624,262000
3628,1143,1143,1143,176400
3316,1247,1247,1247,197000
3180,600,520,1200,151000
2544,600,520,1223,147400
2544,600,520,1223,149900
3180,600,520,1200,144152
2998,756,768,1524,166000
3735,691,713,1452,183900
2651,673,673,1382,165000
4447,530,530,1080,139000
8314,569,854,1694,200000
7180,1568,1568,1568,221000
9549,1494,1494,1494,270000
11250,1208,1208,1208,165000
3760,1235,1235,1235,214000
3640,1036,1036,1036,188000
3874,1226,1226,1226,190000
3876,1226,1226,1226,170000
50271,1842,1842,1842,385000
13110,1153,1193,1193,146500
10192,570,1222,1920,170000
20781,1568,2156,2156,262500
11700,708,708,1416,179900
11029,1054,1512,2654,250000
10400,732,1012,1790,165150
10140,1334,1334,1334,164500
9600,1164,1164,1164,140000
9750,980,980,980,135500
9600,1051,1051,1051,142000
8640,900,884,1770,155000
9360,976,976,976,157500
8400,1052,1052,1052,138500
8400,833,898,898,140000
9759,1051,1051,1051,124400
9600,1141,1141,1141,158000
9230,864,1200,1200,146000
14803,825,1097,1993,190000
10659,1050,1050,1050,136500
9100,864,864,864,129900
8393,1626,1712,1712,145000
8800,1187,1565,1565,185900
8800,1251,1251,1251,160000
10368,1008,1488,1488,167000
9350,720,720,1440,157500
10382,588,1095,1095,140000
8973,1008,1053,1053,150000
10800,1248,1248,1248,151500
8550,816,816,816,129800
11425,1008,1008,1008,137000
9724,938,1043,1043,137000
4712,747,774,1230,121600
5900,440,869,869,85500
5825,600,747,747,79900
7438,504,936,1252,127000
9600,1251,1433,1433,161000
10858,1444,1624,1624,146500
9600,1056,1216,1216,135000
10680,2136,2136,2136,137900
9490,806,958,1578,133000
9462,704,1024,1728,137000
9888,936,936,936,121000
8917,1584,1584,1584,119000
12700,1246,1246,1246,172000
8500,1235,1235,1235,98600
14200,924,1216,2157,226000
9000,936,1128,1128,118000
25419,1360,1360,3112,235000
9723,1008,1008,1008,135000
7728,1106,1190,1190,132500
8163,1144,1144,1144,143000
8400,1179,1364,1364,132000
11600,1383,1383,1383,145250
9610,1121,1336,1336,162000
10000,1058,1370,1370,148000
14850,1092,1092,1092,141000
10152,1124,1124,1124,153000
10011,1070,1236,1236,134450
7032,943,943,943,135960
8092,1050,1050,1050,156000
11310,1367,1375,1375,140000
12778,1008,1008,1008,139500
10170,216,1575,1575,155000
7700,301,1145,1145,127000
11050,1005,1005,1005,133500
13600,1056,1056,1056,125000
15428,884,884,884,142000
21299,929,2039,2039,167000
13300,1015,1384,1384,159000
22136,2171,1392,2640,180000
7500,784,900,1312,127000
7000,617,865,1310,112000
10410,713,713,713,99800
5400,833,833,833,117000
5400,1073,1073,1073,108480
10914,715,715,715,68000
7008,448,448,720,86900
10800,1120,1130,1130,120000
7200,663,774,1595,155500
10818,1077,981,1760,80000
10410,672,694,1214,105000
10800,954,1766,2414,160000
10800,796,1096,1466,170000
8658,1088,1324,1324,160000
13400,1024,1086,1086,159950
10184,1083,1146,1146,165000
9786,912,1085,1734,159000
9510,1135,1207,1207,147000
7800,912,912,912,115000
8910,655,1194,1194,159500
7332,864,864,864,120000
7100,816,816,816,129900
10800,1313,1773,1773,183000
11650,0,1472,1472,157500
18275,1438,1900,2448,277500
16321,1484,1600,1600,207500
12144,910,910,1521,147500
10800,720,720,1192,135000
7200,0,1040,1040,109500
7200,0,1040,1040,109900
7560,1040,1040,1040,133700
8544,0,1040,1040,81400
8544,0,1040,1040,87500
8544,0,1040,1040,93500
8512,1556,1556,1556,119000
7945,1150,1150,1150,141000
7000,1150,1150,1150,146000
7590,660,660,1348,155000
10205,925,999,999,134500
7400,1045,1045,1045,120000
7000,864,864,864,105000
7000,1025,1025,1025,124000
9856,716,1007,2014,169000
9906,686,810,1328,107000
9600,1212,1226,1668,135000
5520,1147,1147,1657,111500
9600,780,940,1416,156500
9600,728,832,1641,178000
6451,712,848,1428,139900
3960,502,502,1004,105000
5684,813,813,813,110000
7745,938,1084,1951,111500
7741,1032,1032,1032,108000
5633,844,844,844,111500
9000,636,1089,1750,124000
7200,576,864,864,105000
4400,648,734,1118,116000
7614,738,714,1376,96900
6000,960,960,960,135500
6000,816,816,1566,139000
7830,492,492,492,61500
9576,770,885,1182,120000
5820,1162,1163,1163,126175
5747,798,840,840,64000
9142,1020,908,1928,137000
9600,1095,1095,1774,87000
10800,880,880,1768,163000
6300,1226,1226,2104,155000
5000,540,889,1440,79000
8850,815,815,1690,144000
3600,684,684,1368,114504
7200,596,998,1762,157000
11340,1200,1200,1200,125000
22950,1107,1518,3608,475000
5976,624,624,1248,93500
9750,960,960,960,125000
4761,1020,1020,1020,64500
7446,788,788,788,100000
6435,972,972,1577,140200
11737,848,1017,1827,202500
5000,1004,1004,1664,159000
7800,793,793,1118,119900
6240,816,816,1176,114500
6240,896,896,1344,115000
6120,728,728,1162,75000
6120,768,1015,1015,88000
6240,0,672,912,80500
6240,1042,1042,1576,149000
6120,741,741,1324,110000
6000,1103,1103,1103,110500
6000,616,616,616,89000
6380,993,1048,1048,113000
11672,816,816,816,109000
33120,1595,1611,2486,220000
9873,960,960,960,129000
5310,485,1001,1635,117000
4118,693,693,693,52500
10320,596,834,1430,107000
7518,396,665,1330,116500
9000,610,819,819,72000
8600,780,780,1376,119500
7200,803,803,1360,125500
9786,1007,1077,1077,91000
6780,520,520,754,84500
7200,984,984,984,90000
12375,806,1081,1422,137500
11136,1921,1921,1921,150000
21370,0,1640,1640,131000
6930,1062,1352,1352,130000
8250,0,1032,1032,125000
5220,830,879,879,80000
5500,1073,1073,1073,157000
11235,1051,1382,1382,148000
10791,0,1296,1296,90000
8414,1059,1068,1068,154500
11327,1064,1064,1064,153600
11777,1164,1320,1320,164500
10366,912,934,934,132000
9000,1059,1059,1059,142500
11553,1051,1159,1159,158000
7844,672,672,1400,149500
9535,1176,1458,1458,165000
10335,1461,1721,1721,180000
7176,960,1040,1040,160500
9662,1967,1967,1967,156500
8235,1949,1949,1949,157000
13650,1052,1252,1920,172500
13125,1134,1803,1803,155000
17920,1763,1779,1779,170000
17529,872,872,872,105000
10246,648,960,960,145000
14175,1188,1437,1437,168000
20355,1865,1830,1830,278000
13050,1000,1000,1000,164000
15593,1304,1304,2287,225000
10820,782,810,810,130000
13350,864,894,894,142500
1700,430,880,1700,148400
5271,1453,1453,1453,190000
9375,967,1350,1350,146000
6488,799,799,1150,128000
7800,896,1112,2008,225000
19690,697,1575,2201,274970
19950,672,1337,2009,235000
19800,1836,1836,3672,415000
11679,1776,1560,1560,182000
12048,0,1488,1488,135000
10519,1057,1057,1057,137000
9525,994,1216,1855,136900
9525,1000,1068,1609,149900
6420,980,1148,1148,123500
8335,0,1124,1124,93000
7585,810,1002,1456,91500
11200,1298,1298,1298,180000
12128,868,1313,2559,209000
9554,777,1065,1911,215000
9069,1344,1440,1440,224500
11003,1308,1308,1876,229800
7488,1208,1208,1208,183600
7406,1199,1220,1220,194000
6762,1286,1294,1294,193879
11210,1614,1614,1614,221500
8990,1498,1498,1498,204900
8760,1391,1391,1962,239799
13377,1836,1846,1846,233555
11645,1734,1734,1734,260000
11645,1570,1590,1590,294900
10984,945,945,1809,209700
9316,1614,1614,1614,225000
9316,784,784,1596,181000
10041,908,927,1915,220000
36500,1624,1582,1582,190000
21453,938,988,988,180000
70761,1533,1533,1533,280000
12000,1388,1388,1388,158900
8846,870,914,914,148000
13015,1100,1100,1100,145000
12438,781,795,1499,187000
8685,1425,1425,1425,193000
13568,990,990,990,156000
9100,1525,1525,1525,235000
9236,1479,1494,1494,217000
10264,1588,1588,1588,214000
9272,842,856,1749,196000
13426,951,951,1779,217000
13450,916,920,1861,200000
14006,936,936,1776,192500
13704,1541,1541,1541,205000
10780,911,954,954,132500
8340,675,686,1388,157500
10385,995,1282,1282,174000
9920,971,971,971,128500
9560,864,864,864,128500
9800,894,894,894,149900
7200,864,864,864,119900
3612,630,630,1320,137000
11367,1065,1091,1989,255000
9930,826,878,1762,222000
9468,840,840,1755,214000
11088,1348,1358,1358,220000
14781,1753,1787,1787,275000
8726,872,872,1909,197000
8125,1654,1654,1654,230000
10566,1090,1090,2214,268500
21533,1065,1065,2049,210900
11250,1054,1070,1939,227000
11250,930,950,1995,237000
9750,1108,1108,2097,274300
9100,1860,1836,1836,216837
4435,848,848,848,133000
4435,848,848,848,155900
15611,1079,1079,1919,233230
8810,1390,1390,1390,207000
12393,847,847,1948,195000
9135,1682,1700,1700,200000
8581,851,851,1737,203160
8400,784,784,1611,195800
10084,1552,1552,1552,212900
11645,860,860,1720,196500
8772,1336,1336,1336,198000
8846,750,750,1500,173900
8461,728,728,1456,163990
8767,1310,1310,1310,164990
8777,676,760,1436,98000
17755,1466,1466,1466,149900
8877,836,1220,1220,102000
7840,976,1012,1012,127500
9400,945,980,980,127500
16133,1176,1176,1176,119900
7162,796,806,1724,196500
8050,914,914,914,117250
11060,1150,1164,2314,229000
3675,547,1072,1072,145000
3675,547,1072,1072,140000
3675,547,1072,1072,142500
2522,970,970,1709,134000
2522,970,970,1709,130000
2522,970,970,1709,130000
2522,970,970,1709,137500
3363,976,976,1708,130000
6956,624,624,936,97900
7822,832,846,1338,92000
8707,1093,1093,1669,107000
8410,658,658,1184,81000
9738,784,949,1221,104900
8172,864,864,864,115000
16012,954,1482,1482,125000
8248,686,686,1250,116000
8248,864,964,1414,83000
6204,795,954,2230,118500
8088,498,498,498,35000
11388,616,1055,1273,121000
7082,686,948,1928,160000
8400,940,1192,1595,140000
10890,1058,1058,1551,137000
6430,780,816,1340,128000
7000,624,743,1479,160000
13132,747,892,1784,138887
4899,755,755,1510,149000
6000,1008,1008,1522,102000
9399,818,818,1636,167000
7588,793,901,1802,200100
10164,992,992,1465,131000
6191,824,824,1288,112000
9550,756,961,1717,140000
21780,817,940,1550,195000
11435,792,792,1517,230000
12400,901,1125,1717,194000
11600,700,1180,1180,137500
11500,1017,1020,2057,250000
8170,1022,1122,1671,218000
16560,952,1170,2345,239000
12320,637,959,1609,199500
14210,697,1104,1801,210000
14115,1073,1811,1811,230000
12984,1430,1647,1647,217500
15600,1168,1278,2315,257000
15750,1165,1336,1336,157000
16381,1844,1844,1844,223000
7288,976,976,976,102000
7000,861,861,1285,145400
8534,432,672,672,72000
7030,641,641,641,85000
8765,951,951,951,106500
9060,967,967,1638,139000
11040,637,897,1336,108000
12366,0,729,729,51689
9000,480,480,480,35311
9000,660,1060,1396,115000
8520,216,576,936,78000
5748,1573,1778,1778,375000
3842,1594,1646,1646,300000
23580,1625,1625,1625,242500
8385,1664,1664,1664,145000
9116,1491,1491,1491,209000
10530,975,1004,1004,135000
11080,1128,1210,1210,148000
11070,1907,1959,1959,171000
26178,1210,1238,2519,335000
8239,0,1295,1295,230000
50102,1632,1650,1650,250764
16669,1686,1707,1707,228000
13811,1112,1137,1137,176000
8049,1309,1339,1339,180000
11170,1216,1298,2514,250000
8098,1381,1403,1403,202000
14331,1800,1800,1800,312500
13618,1728,1960,1960,320000
11443,1868,2028,2028,369900
11577,1838,1838,1838,359900
31250,0,1600,1600,81500
7020,1288,1368,1368,215000
4500,1216,1216,1216,164000
4500,1237,1337,1337,153500
17217,1140,1140,1140,84500
2665,264,616,1304,104500
2665,757,925,1475,127000
3964,942,1291,2521,151400
10172,864,874,874,126500
11836,1652,1652,1652,146500
1470,630,630,630,73000
1484,546,546,1092,79400
13384,1104,1360,1360,140000
1533,630,630,630,92000
1533,546,546,1092,87550
1526,546,546,1092,79500
1936,546,546,1092,90500
1894,546,546,1092,71000
12640,1728,1728,1728,150900
9297,1728,1728,1728,188000
17400,1126,1126,1126,160000
20000,1224,1224,1224,131000
7937,1003,1003,1003,142500
8885,864,902,902,131000
10441,912,970,970,132000
10010,1389,1389,1389,170000
9627,996,996,2000,188000
